welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,participant,date,expName,psychopyVersion,frameRate,
7.905359194963239,None,10.90535999101121,None,return,1.1893250660505146,10.90535999101121,None,,,01,2020_Dec_01_1739,stroop,2020.2.9,59.998732738886225,
,,,,,,,,12.123070284957066,None,,,,,,
