trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,yes_circle.started,yes_circle.stopped,no_circle.started,no_circle.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,ty_txt.started,ty_txt.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,6.8033863950986415,None,9.816741844988428,None,return,0.8621373679488897,9.816741844988428,None,,,,,,,,,,,,,,,,,\,2020_Dec_02_1211,stroop,2020.2.9,59.65733220288102,
,,,,,,,,,,,,10.700007533072494,None,12.699586298083887,None,12.699586298083887,None,-0.509375,-0.02962962962962963,1,0,0,yes_circle,0.005908404127694666,None,,,\,2020_Dec_02_1211,stroop,2020.2.9,59.65733220288102,
,,,,,,,,,,,,,,,,,,,,,,,,,,14.699313623015769,None,,,,,,
