trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,6.911230858997442,None,9.919854840962216,None,return,1.1067759230500087,9.919854840962216,None,,,,2020_Dec_02_1219,stroop,2020.2.9,60.102402441389096,
,,,,,,,,,,,,11.058861866011284,None,,,,,,
