trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,6.846321444027126,None,9.854860110091977,None,return,0.5838455359917134,9.854860110091977,None,,,,2020_Dec_02_1216,stroop,2020.2.9,59.99926153547985,
,,,,,,,,,,,,10.454539978993125,None,,,,,,
