trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,yes_circle.started,yes_circle.stopped,no_circle.started,no_circle.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,feedback_txt.started,feedback_txt.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,6.428510003956035,None,9.44105101795867,None,return,0.49426256702281535,9.44105101795867,None,,,,,,,,,,,,,,,,,,2020_Dec_02_1217,stroop,2020.2.9,60.27262183827538,
,,,,,,,,,,,,9.958302996936254,None,11.962101616896689,None,11.962101616896689,None,-0.49583333333333335,0.0,1,0,0,yes_circle,0.0008824382675811648,None,,,,2020_Dec_02_1217,stroop,2020.2.9,60.27262183827538,
,,,,,,,,,,,,,,,,,,,,,,,,,,11.962101616896689,None,,,,,,
