welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,participant,date,expName,psychopyVersion,frameRate,
7.357068735989742,None,10.362293115933426,None,return,0.464835646096617,10.362293115933426,None,,,01,2020_Dec_01_1739,stroop,2020.2.9,60.12389901103707,
,,,,,,,,10.845538347028196,None,,,,,,
