welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,participant,date,expName,psychopyVersion,frameRate,
8.43069554597605,None,11.434793391963467,None,return,7.502096490934491,11.434793391963467,None,01,2020_Dec_01_1717,stroop,2020.2.9,60.1655416423187,
