trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,6.1336306519806385,None,9.145933319930919,None,return,0.6792065190384164,9.145933319930919,None,,,,2020_Dec_02_1218,stroop,2020.2.9,59.99609664797726,
,,,,,,,,,,,,9.845821180031635,None,,,,,,
