welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,trial_txt.started,trial_txt.stopped,trial_resp.keys,trial_resp.rt,trial_resp.started,trial_resp.stopped,fix_dot.started,fix_dot.stopped,participant,date,expName,psychopyVersion,frameRate,
7.030701901996508,None,10.030986580997705,None,return,1.1928448940161616,10.030986580997705,None,,,,,,,,,,,,2020_Dec_02_1015,stroop,2020.2.9,60.09562548906816,
,,,,,,,,11.247172773932107,None,13.247222332982346,None,left,0.5768602499738336,13.247222332982346,None,,,,2020_Dec_02_1015,stroop,2020.2.9,60.09562548906816,
,,,,,,,,,,,,,,,,13.849631035001948,None,,,,,,
