stimuli.thisRepN,stimuli.thisTrialN,stimuli.thisN,stimuli.thisIndex,image,hello.started,hello.stopped,welcome.started,welcome.stopped,wait_key.started,wait_key.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,3.64762796391733,5.648061696905643,5.630781434010714,7.635804444900714,7.618550991988741,None,return,1.4899477870203555,7.618550991988741,None,01,2020_Nov_30_1658,intropy_demo,2020.2.9,60.429746367458684,
