trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,stim_word,stim_color,welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,trial_txt.started,trial_txt.stopped,trial_resp.keys,trial_resp.rt,trial_resp.started,trial_resp.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,6.239885368035175,None,9.238973514991812,None,return,0.9292152270209044,9.238973514991812,None,,,,,,,,,,2020_Dec_02_1343,stroop,2020.2.9,59.476293634434796,
,,,,,,,,,,,,,,10.189613193972036,None,12.196088441996835,None,left,0.7720993499970064,12.196088441996835,None,,,,,,
