welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,participant,date,expName,psychopyVersion,frameRate,
6.5327176679857075,None,9.532342699007131,None,return,9.319123563007452,9.532342699007131,None,,,,2020_Dec_02_1006,stroop,2020.2.9,59.90446962185787,
,,,,,,,,18.88336959609296,None,,,,,,
