stim_word,stim_color,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,trial_txt.started,trial_txt.stopped,trial_resp.keys,trial_resp.rt,trial_resp.started,trial_resp.stopped,fix_dot.started,fix_dot.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,7.948314498993568,None,10.954103044001386,None,return,1.1456997039495036,10.954103044001386,None,,,,,,,,,,,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,0,0,0,4,,,,,,,,,12.12068787298631,None,14.124603900010698,None,right,1.9151732999598607,14.124603900010698,None,16.069834074936807,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,0,1,1,13,,,,,,,,,,,16.57008092093747,None,right,0.42991925205569714,16.57008092093747,None,17.020470561925322,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,0,2,2,1,,,,,,,,,,,17.52047390595544,None,right,0.4193470370955765,17.52047390595544,None,17.970471741980873,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,0,3,3,7,,,,,,,,,,,18.4697736579692,None,right,0.37011886201798916,18.4697736579692,None,18.870676025981084,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,0,4,4,15,,,,,,,,,,,19.370674468926154,None,right,0.32927641400601715,19.370674468926154,None,19.72061977093108,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,0,5,5,8,,,,,,,,,,,20.220551815000363,None,right,0.29928949393797666,20.220551815000363,None,20.536417135968804,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,0,6,6,18,,,,,,,,,,,21.03647380694747,None,right,0.3435695059597492,21.03647380694747,None,21.40306119597517,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,0,7,7,9,,,,,,,,,,,21.904408197966404,None,right,0.33549105597194284,21.904408197966404,None,22.269976269919425,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,0,8,8,12,,,,,,,,,,,22.769958595978096,None,right,0.19010035204701126,22.769958595978096,None,22.986572157940827,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,0,9,9,6,,,,,,,,,,,23.48664346791338,None,right,0.2133783979807049,23.48664346791338,None,23.71977380698081,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,0,10,10,3,,,,,,,,,,,24.219934211927466,None,right,0.2806094459956512,24.219934211927466,None,24.519480800954625,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,0,11,11,5,,,,,,,,,,,25.01983075798489,None,right,0.1602878449484706,25.01983075798489,None,25.203258714987896,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,0,12,12,11,,,,,,,,,,,25.719105816911906,None,right,0.16099566593766212,25.719105816911906,None,25.903482176945545,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,0,13,13,14,,,,,,,,,,,26.418606268940493,None,right,0.16214069398120046,26.418606268940493,None,26.60239738598466,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,0,14,14,16,,,,,,,,,,,27.102722079958767,None,right,0.19729269808158278,27.102722079958767,None,27.319539195974357,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,0,15,15,19,,,,,,,,,,,27.819442086969502,None,right,0.12050068995449692,27.819442086969502,None,27.96869051095564,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,0,16,16,2,,,,,,,,,,,28.46949224791024,None,right,0.05051258602179587,28.46949224791024,None,28.552669729921035,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,0,17,17,10,,,,,,,,,,,29.052789817913435,None,right,0.5473726509371772,29.052789817913435,None,29.61869391100481,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,0,18,18,17,,,,,,,,,,,30.119239007937722,None,right,0.18086441396735609,30.119239007937722,None,30.3190769769717,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,0,19,19,0,,,,,,,,,,,30.818414430017583,None,right,0.10160823701880872,30.818414430017583,None,30.951793457963504,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,1,0,20,5,,,,,,,,,,,31.45178381993901,None,right,0.08837686397600919,31.45178381993901,None,31.56833324301988,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,1,1,21,12,,,,,,,,,,,32.06789840199053,None,right,0.11239441903308034,32.06789840199053,None,32.20185244700406,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,1,2,22,13,,,,,,,,,,,32.70198204694316,None,right,0.01806806691456586,32.70198204694316,None,32.751333559979685,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,1,3,23,19,,,,,,,,,,,33.251987612922676,None,right,0.06806487799622118,33.251987612922676,None,33.35207629692741,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,1,4,24,7,,,,,,,,,,,33.85202247800771,None,right,0.10821719199884683,33.85202247800771,None,33.985115039977245,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,1,5,25,15,,,,,,,,,,,34.484682318987325,None,right,0.07559047394897789,34.484682318987325,None,34.585405195946805,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,1,6,26,17,,,,,,,,,,,35.085299799917266,None,right,0.07471039902884513,35.085299799917266,None,35.18468095990829,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,1,7,27,14,,,,,,,,,,,35.6847024129238,None,right,0.07551082305144519,35.6847024129238,None,35.78443356999196,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,1,8,28,16,,,,,,,,,,,36.28481755196117,None,right,0.07539188105147332,36.28481755196117,None,36.38480868295301,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,1,9,29,8,,,,,,,,,,,36.88480721600354,None,right,0.09550587006378919,36.88480721600354,None,37.00121058698278,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,1,10,30,1,,,,,,,,,,,37.50105705100577,None,right,0.07901484100148082,37.50105705100577,None,37.60089147090912,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,1,11,31,11,,,,,,,,,,,38.101562110939994,None,right,0.07865532208234072,38.101562110939994,None,38.20164633297827,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,1,12,32,4,,,,,,,,,,,38.70172226894647,None,right,0.07841584004927427,38.70172226894647,None,38.80130442301743,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,1,13,33,10,,,,,,,,,,,39.30162732896861,None,right,0.07851647096686065,39.30162732896861,None,39.40167566901073,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,1,14,34,6,,,,,,,,,,,39.90186990296934,None,right,0.3183590100379661,39.90186990296934,None,40.25153237301856,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,1,15,35,9,,,,,,,,,,,40.76694943092298,None,right,0.173372884048149,40.76694943092298,None,40.96749984892085,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,1,16,36,18,,,,,,,,,,,41.4676644949941,None,right,0.27272181201260537,41.4676644949941,None,41.767586867907085,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,1,17,37,2,,,,,,,,,,,42.26756351895165,None,right,0.2726354888873175,42.26756351895165,None,42.56775021296926,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,1,18,38,0,,,,,,,,,,,43.06761582195759,None,right,0.2726559550501406,43.06761582195759,None,43.3676920440048,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,1,19,39,3,,,,,,,,,,,43.86797459993977,None,right,0.19217842002399266,43.86797459993977,None,44.08405200892594,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,2,0,40,3,,,,,,,,,,,44.58435661601834,None,right,0.27582065004389733,44.58435661601834,None,44.88412595400587,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,2,1,41,7,,,,,,,,,,,45.38444316596724,None,right,0.15578726190142334,45.38444316596724,None,45.5663338790182,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,2,2,42,8,,,,,,,,,,,46.06690872495528,None,right,0.3332304219948128,46.06690872495528,None,46.433164696907625,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,2,3,43,0,,,,,,,,,,,46.93377800891176,None,right,0.1864779939642176,46.93377800891176,None,47.14972758793738,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,2,4,44,4,,,,,,,,,,,47.65010943694506,None,right,0.4100929000414908,47.65010943694506,None,48.083142617950216,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,2,5,45,14,,,,,,,,,,,48.583727222983725,None,right,0.3165537380846217,48.583727222983725,None,48.917164462967776,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,2,6,46,10,,,,,,,,,,,49.41729461995419,None,right,0.5631050929659978,49.41729461995419,None,50.00045816798229,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,2,7,47,18,,,,,,,,,,,50.516183021944016,None,right,0.6240591109963134,50.516183021944016,None,51.16582135495264,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,2,8,48,13,,,,,,,,,,,51.6662827169057,None,right,0.5340132100973278,51.6662827169057,None,52.23295200790744,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,2,9,49,11,,,,,,,,,,,52.733144258963875,None,right,0.28717219294048846,52.733144258963875,None,53.04989898495842,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,2,10,50,1,,,,,,,,,,,53.54907347995322,None,right,0.41133816400542855,53.54907347995322,None,53.983292529010214,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,2,11,51,19,,,,,,,,,,,54.482590016908944,None,right,0.3377181990072131,54.482590016908944,None,54.849470101995394,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,2,12,52,17,,,,,,,,,,,55.3496932759881,None,right,0.45065748901106417,55.3496932759881,None,55.8322812509723,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,red,2,13,53,12,,,,,,,,,,,56.33230414497666,None,right,0.18801863596308976,56.33230414497666,None,56.549205207964405,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,2,14,54,16,,,,,,,,,,,57.0492910919711,None,right,0.09131238400004804,57.0492910919711,None,57.16595284594223,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,2,15,55,6,,,,,,,,,,,57.66520954493899,None,right,0.09536359296180308,57.66520954493899,None,57.78241792297922,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,red,2,16,56,2,,,,,,,,,,,58.28254590695724,None,right,0.07781693409197032,58.28254590695724,None,58.381931765936315,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,2,17,57,9,,,,,,,,,,,58.88286774395965,None,right,0.07772682898212224,58.88286774395965,None,58.982700041960925,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
green,green,2,18,58,5,,,,,,,,,,,59.48258392396383,None,right,0.05801912397146225,59.48258392396383,None,59.56596569297835,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
red,green,2,19,59,15,,,,,,,,,,,60.06517936999444,None,right,0.07541083300020546,60.06517936999444,None,60.166229915921576,None,,2020_Dec_02_1111,stroop,2020.2.9,59.99533572174604,
