welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,participant,date,expName,psychopyVersion,frameRate,
9.381778897950426,None,12.386669236933812,None,return,1.426544125075452,12.386669236933812,None,,,,2020_Dec_02_0958,stroop,2020.2.9,60.01088790230999,
,,,,,,,,13.83490916097071,None,,,,,,
