stim_word,stim_color,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,welcome_txt.started,welcome_txt.stopped,instructions_txt.started,instructions_txt.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,polygon.started,polygon.stopped,trial_txt.started,trial_txt.stopped,trial_resp.keys,trial_resp.rt,trial_resp.started,trial_resp.stopped,fix_dot.started,fix_dot.stopped,participant,date,expName,psychopyVersion,frameRate,
green,red,1,15,35,1,,,,,,,,,,,42.646808856050484,None,left,0.08777432597707957,42.646808856050484,None,42.764054659055546,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
red,green,1,16,36,16,,,,,,,,,,,43.26342519803438,None,right,0.05097024899441749,43.26342519803438,None,43.34839142905548,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,red,1,17,37,2,,,,,,,,,,,43.86345742503181,None,left,0.011278819991275668,43.86345742503181,None,43.89684921002481,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,red,1,18,38,0,,,,,,,,,,,44.39685869705863,None,right,0.05785789096262306,44.39685869705863,None,44.48031230899505,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,red,1,19,39,3,,,,,,,,,,,44.97977036307566,None,left,0.05469206999987364,44.97977036307566,None,45.06288283504546,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
red,green,2,0,40,17,,,,,,,,,,,45.56363102002069,None,right,0.05091145494952798,45.56363102002069,None,45.646923277992755,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
red,green,2,1,41,19,,,,,,,,,,,46.14691941800993,None,left,0.04771160602103919,46.14691941800993,None,46.21363077999558,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
red,red,2,2,42,10,,,,,,,,,,,46.71287197910715,None,right,0.04182896704878658,46.71287197910715,None,46.78029783209786,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,green,2,3,43,7,,,,,,,,,,,47.280079601099715,None,left,0.05444218392949551,47.280079601099715,None,47.365630827029236,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,red,2,4,44,1,,,,,,,,,,,47.880259651108645,None,right,0.09445129102095962,47.880259651108645,None,47.99619131104555,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,red,2,5,45,4,,,,,,,,,,,48.496259735082276,None,left,0.03841086698230356,48.496259735082276,None,48.56328407500405,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
red,red,2,6,46,13,,,,,,,,,,,49.06251829105895,None,right,0.03202508809044957,49.06251829105895,None,49.112460057018325,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
red,green,2,7,47,15,,,,,,,,,,,49.61311142507475,None,left,0.08151391998399049,49.61311142507475,None,49.713117378996685,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,red,2,8,48,3,,,,,,,,,,,50.21315714507364,None,right,0.04164868709631264,50.21315714507364,None,50.27967711200472,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
red,red,2,9,49,11,,,,,,,,,,,50.77949905907735,None,left,0.055218116962350905,50.77949905907735,None,50.86302897403948,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
red,green,2,10,50,18,,,,,,,,,,,51.36557260109112,None,right,0.049067271989770234,51.36557260109112,None,51.445668734028004,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,red,2,11,51,0,,,,,,,,,,,51.94641586707439,None,left,0.04821534303482622,51.94641586707439,None,52.01313947001472,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,red,2,12,52,2,,,,,,,,,,,52.5131023270078,None,right,0.04169226693920791,52.5131023270078,None,52.5799789550947,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,green,2,13,53,9,,,,,,,,,,,53.09514950599987,None,left,0.05961154599208385,53.09514950599987,None,53.17900575499516,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,green,2,14,54,5,,,,,,,,,,,53.67900186905172,None,right,0.0758277119603008,53.67900186905172,None,53.77857158205006,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
red,red,2,15,55,14,,,,,,,,,,,54.279085603076965,None,left,0.11558611504733562,54.279085603076965,None,54.41269203601405,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
red,red,2,16,56,12,,,,,,,,,,,54.91246374801267,None,right,0.10223702597431839,54.91246374801267,None,55.04580495203845,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,green,2,17,57,8,,,,,,,,,,,55.54597347800154,None,left,0.0887698259903118,55.54597347800154,None,55.66251237504184,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
red,green,2,18,58,16,,,,,,,,,,,56.162465938017704,None,right,0.1121742349350825,56.162465938017704,None,56.29517671104986,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
green,green,2,19,59,6,,,,,,,,,,,56.795804718043655,None,left,0.0989281659713015,56.795804718043655,None,56.912667158059776,None,,2020_Dec_02_1122,stroop,2020.2.9,60.006671451421326,
